mortgage_id,mortgage_type,mortgage_payment_type,mortgage_property_value,mortgage_loan_amount,mortgage_initial_rate,mortgage_scheme,mortgage_state_updated
f19bfd0f25ed217ab9fc468f52d1385c,owner_occupied,repayment,170000,120000,2.4,fixed,open
948aa98d78ba4cb79b54f593a8de7d37,owner_occupied,repayment,160000,140000,2.1,fixed,not_interested
3a843b6596efdf74734b99f581cbc9b2,owner_occupied,repayment,500000,230000,1.4,tracker,lost
d7008d51ad673e21a806bf407eeb6ba6,owner_occupied,repayment,320000,180000,1.9,fixed,retained
895f44dddb71a5e55660abfe170e4b5c,buy_to_let,interest_only,160000,80000,2.3,fixed,open
525580aa3d8341fb590f07b3c6689beb,owner_occupied,repayment,280000,200000,2.1,fixed,open
654e5ee15335821b53e9444cbddc3b21,owner_occupied,repayment,340000,180000,2,fixed,open
c2465816f98cec6fdd9cba6b60d2dac3,owner_occupied,repayment,190000,60000,2.1,fixed,open
3843905ab9e487edb6484788246d3dea,owner_occupied,interest_only,550000,150000,2.8,fixed,retained
02c712c748ef0e887a82194c702c0385,owner_occupied,repayment,350000,160000,1.9,fixed,open
76497361d78f8992199959eb844fdf53,owner_occupied,repayment,380000,170000,2.1,fixed,open
8569ebe0ce0440e5296fe2beed2f5d30,owner_occupied,interest_only,950000,260000,1.3,fixed,lost
04a7135daff1bebe843373b848e708db,owner_occupied,repayment,240000,190000,2,fixed,open
1e0fa2f096761a04f5cb559f122cf04b,owner_occupied,repayment,240000,40000,2.1,fixed,open
74ff769f0ff72b0b153916d3188447ff,owner_occupied,repayment,860000,530000,1.4,fixed,open
60ef27d7c19e8458c673851f9c62e8f9,owner_occupied,repayment,200000,120000,1.9,fixed,open
52518b0980069b2675de69be55292e38,owner_occupied,interest_only,90000,70000,2.4,fixed,lost
9af4fd6f8bb8316ac24d7a852e8fd95f,owner_occupied,repayment,220000,170000,2.2,fixed,open
9156ae71dc99cc3c85bef253f598bd07,owner_occupied,repayment,180000,120000,2.3,fixed,open
8e33c2631989a965bd2884a532025a3a,owner_occupied,repayment,220000,120000,1.3,fixed,open
c1cf0c10696895a1277f8cde6fd2524f,owner_occupied,repayment,180000,80000,2.4,fixed,open
a402a5ec892860cae7fe23738cbf5782,owner_occupied,repayment,120000,50000,2,fixed,lost
8a695126637e76411ae571156ab7500b,owner_occupied,repayment,280000,120000,1.8,fixed,retained
eff354707c9b611218c5f684e345820d,owner_occupied,part_and_part,450000,100000,1.9,fixed,lost
1d01cbf835fa257221ffdfaa5cdddc91,owner_occupied,repayment,110000,80000,1.9,fixed,lost
64ec9e6b14fa5f4f421d9f95195abef1,owner_occupied,repayment,280000,160000,1.6,fixed,not_interested
81009326d7537073f8f1f6ac0ab1d419,owner_occupied,repayment,250000,170000,1.9,fixed,open
853d05857ee572908bc9d545cb999e37,owner_occupied,repayment,300000,180000,1.6,fixed,lost
96d64bfc7b54a3fd761f679dcff9b5bd,owner_occupied,repayment,150000,40000,2.6,fixed,lost
93ff645dee83c61cb28b5e56716f2fc2,owner_occupied,repayment,650000,220000,1.3,fixed,lost
399f47f3059cd243e807ad45dbde06bb,owner_occupied,repayment,140000,50000,2.1,fixed,open
82d2d488f3ec279ba95af1f55cdc5c87,owner_occupied,repayment,160000,110000,2.4,fixed,not_interested
b7ba2ed54331895d9825b3c44ce42de9,owner_occupied,repayment,120000,110000,2.1,fixed,lost
62ec968d532a1b530607be699819edc7,owner_occupied,repayment,170000,90000,1.9,fixed,lost
da506177911bedd2e44d27b55b803660,owner_occupied,repayment,150000,100000,2.2,fixed,open
7747fb2caded3bae20d544a3f6435c8e,owner_occupied,repayment,200000,140000,1.2,tracker,open
6dabde6d8bdf62dc7ec4f219c7751238,owner_occupied,repayment,180000,120000,2,fixed,not_interested
99cc07856dca9cca9ebd40fb6bca7e4d,owner_occupied,repayment,130000,100000,2.6,fixed,open
445acea85112297ef480183b0c56a175,owner_occupied,repayment,120000,90000,2.2,fixed,open
22fb723e811e775bc4b59ee7acf410ba,owner_occupied,repayment,110000,90000,2.4,fixed,found_refinance
3bdb44e31bad40b3eaff5a01274f9561,owner_occupied,repayment,260000,90000,2,fixed,open
23df4482973877e416a38943d81fc2ba,owner_occupied,repayment,280000,160000,2.1,fixed,open
c05de99db1c6224fd9497968df10d68b,owner_occupied,repayment,300000,40000,2.2,fixed,open
6573c08164aec0b1ce03c90eb49d3f64,owner_occupied,repayment,400000,240000,1.9,fixed,open
d468366404aafd5839db9bf4a5f09aae,owner_occupied,repayment,140000,110000,4.5,fixed,lost
b693f0b5cab5bfb00090806bd6b154bf,owner_occupied,repayment,140000,80000,2.1,fixed,open
93fa865071d9b9626c0c1ad51dd159b4,owner_occupied,repayment,1000000,310000,2,fixed,open
42ca4db5784c4ec04925c1b57b0c56d3,owner_occupied,repayment,280000,60000,1.6,fixed,retained
9b12af2df5c86bd6ce12b26bc47a69c8,owner_occupied,repayment,280000,60000,2.2,fixed,not_interested
e037581451f841a354aff255a843e18c,owner_occupied,repayment,210000,40000,2.2,fixed,not_interested
48a8d99d956152e033950a5ccc2178f6,owner_occupied,repayment,430000,170000,1.3,tracker,not_interested
9cca3911321b31652ec3e26ac3593659,owner_occupied,repayment,100000,50000,2,fixed,open
95cb2ffa2945c466ab97b5706c263892,owner_occupied,repayment,190000,70000,2.1,fixed,open
cece764d7a83652cb268ed60e8b493c5,owner_occupied,repayment,260000,60000,3,fixed,open
831a9ff4379bcc30c055332cb998c0e0,owner_occupied,repayment,280000,100000,2.1,fixed,open
239162f0225235848d81eb9e3f447ae4,owner_occupied,repayment,340000,230000,2,fixed,open
0ead3d2d55e54c7d4261749fb7981fff,owner_occupied,repayment,240000,10000,2,fixed,found_refinance
a35b6be8421e47a64a74c03479985308,owner_occupied,repayment,460000,150000,2.2,fixed,found_refinance
fc2182c04deca96d1c18128482f9a61b,owner_occupied,repayment,160000,140000,3.7,fixed,lost
baf0bf39a6443200fd27c28e8159e404,owner_occupied,repayment,390000,160000,1.8,fixed,not_interested
3ad130a3eb31bd7a5eb941e1bbeddd0e,owner_occupied,repayment,280000,50000,2.1,fixed,lost
078955ebc9318f5e334e8f79e2721952,owner_occupied,repayment,150000,40000,4.1,fixed,lost
cc2a61de628494b11e10f5f9fd48332f,owner_occupied,repayment,300000,120000,1.9,fixed,lost
e77ee701d7a045675971142d6a60e666,owner_occupied,repayment,140000,110000,2,fixed,open
ec05513f80f27da09de263bd844b0593,owner_occupied,repayment,160000,140000,2.5,fixed,open
ba545ccd45d46dcd5c574f05cbcb7a31,owner_occupied,repayment,150000,90000,2.2,fixed,lost
65eb59d819341b41eeeb938ed99c01d6,owner_occupied,repayment,350000,130000,1.8,fixed,open
cb82ee19c8649666f27c666b8d096834,owner_occupied,repayment,480000,270000,1.7,fixed,retained
caf58dda662ae165b51766d8ae591573,owner_occupied,repayment,120000,80000,2.1,fixed,open
453ef91b07e7620bbbb475c45317e76b,owner_occupied,repayment,180000,140000,2.1,fixed,open
16fbaaa8e5baba40d1c5573fc2ae42ec,owner_occupied,repayment,1600000,570000,1.3,fixed,open
571d46139ae3a93918c3da42d934b004,owner_occupied,repayment,220000,60000,2.3,fixed,open
b11d893c7b7b24a89e2bd303daefb456,owner_occupied,repayment,250000,120000,2.1,fixed,open
89b7511b549d551be969db49e44a30d1,owner_occupied,repayment,280000,110000,1.9,fixed,lost
85a604ee56f2ddb693dd8afdba497ea2,owner_occupied,repayment,550000,380000,1.8,fixed,open
8bf7ab1f0743a78ce9f25282a815eb7d,owner_occupied,repayment,140000,100000,2.1,fixed,not_interested
c913479b8cc964a14e023378be63f8c6,owner_occupied,repayment,130000,80000,2.7,fixed,open
cd6f2260a652cb4c36faa00cccfa7f63,owner_occupied,repayment,200000,120000,2.4,fixed,lost
afcedc39fe6d1ae7469d81e1d906eeaa,owner_occupied,repayment,290000,80000,1.8,fixed,open
7ea9dada45d66943aeff7056c70c4f8b,owner_occupied,repayment,450000,120000,1.2,fixed,not_interested
134213d027769794e62668bae6b18523,owner_occupied,repayment,100000,60000,1.9,fixed,open
44e93b0e9df5fc03508f76ad243af586,owner_occupied,repayment,300000,180000,2,fixed,lost
8d9b2aa2e3d1e1a7203e9ac890e37c27,owner_occupied,repayment,310000,250000,1.7,fixed,lost
5c7388315ad101786f0b06304ae44b28,owner_occupied,repayment,120000,60000,2,fixed,not_interested
550c32f5761f08314c7cf382ed749f3e,owner_occupied,repayment,120000,60000,1.9,fixed,lost
b88622112a5520adca62b7888f722580,owner_occupied,repayment,300000,210000,2,fixed,open
9cbb571afc2c0d4eb00d9bab6511f508,owner_occupied,repayment,250000,40000,1.6,fixed,not_interested
7d4a2a283f6acef995e951740933d77d,owner_occupied,repayment,440000,200000,1.9,fixed,open
68b395ff611168833336f6119283dd67,owner_occupied,repayment,210000,110000,1.4,fixed,open
6345166d67452ee3aa975d5d1ece2120,owner_occupied,repayment,200000,100000,1.8,fixed,retained
ecd9512bec75bdb524cbd184a23fa9ba,owner_occupied,repayment,420000,250000,1.7,fixed,retained
bfae2e83e996bad6252bd6f9855c6ceb,owner_occupied,repayment,240000,130000,2.4,fixed,lost
09ed096b607ebc8d8a0e52095adbfec9,owner_occupied,repayment,460000,390000,1.7,fixed,lost
60c7b7df77ce80dee12c415f95910127,owner_occupied,repayment,100000,90000,2.3,fixed,open
1a5cb5868639b97bc40279e3e93899a7,owner_occupied,repayment,220000,80000,2,fixed,open
38b71f0a53c2c7a668decf51761c22a3,owner_occupied,repayment,300000,130000,1.9,fixed,open
27f1f272e130570bc49531df35c5746a,owner_occupied,repayment,460000,360000,2,fixed,found_refinance
c8de41c770474c01732fcb9b244c324b,owner_occupied,repayment,490000,130000,2.2,fixed,open
cce800c423d6e4c2c33c520afc1a237c,owner_occupied,repayment,750000,280000,1.5,fixed,lost
11a86ba92d9c4db5909619a9166f7c87,owner_occupied,repayment,180000,80000,1.8,fixed,open
b3134e046b809e65c4f5fb99230866b3,buy_to_let,interest_only,180000,110000,2.2,fixed,open
ed04e527cf323c63aba29b15fdf69ac5,owner_occupied,repayment,400000,50000,2.1,fixed,lost
cbbc1700c2e9f156897a8adbea3333cb,owner_occupied,repayment,140000,120000,2.4,fixed,open
2fa46805c9e9587421552c002aeb84f3,owner_occupied,repayment,200000,140000,2.1,fixed,not_interested
f7a99fa86db7dcb6c3bffad9e7308a58,owner_occupied,repayment,230000,100000,1.9,fixed,open
412b02c6fc6e01fd072b8542101dca03,owner_occupied,repayment,110000,80000,2.1,fixed,retained
d0f167425333d2f70a99147ff104cb8e,owner_occupied,repayment,460000,140000,1.8,fixed,open
ccc7845e0ceb37f8b41b4838e004c0a6,owner_occupied,repayment,560000,140000,1.8,fixed,not_interested
449092eccc3d6b2b0c764dff2614916a,owner_occupied,repayment,290000,40000,2.1,fixed,open
7ea759e5d0988bedd5fba7a7087d29a6,owner_occupied,repayment,320000,170000,1.5,fixed,retained
81d2716d68cbb984a59db3dd84918d4c,owner_occupied,repayment,100000,60000,1.8,fixed,open
73150f74f4768567b5b495bf7ca70c62,owner_occupied,repayment,650000,120000,2,fixed,open
ad44fea7603cb63056538b55e591c4b7,owner_occupied,repayment,180000,130000,2.1,fixed,open
5eb11f17fa204618aea55e6acd913d04,owner_occupied,repayment,600000,430000,3.9,fixed,not_interested
df41e156e4cd7cfaa7a8a159f978cf05,owner_occupied,repayment,260000,130000,2,fixed,retained
74bb58d00a863a8daa1e6fe270e60d29,owner_occupied,interest_only,90000,70000,2.4,fixed,lost
988b6a57fb8b11e8352b6d8e84e118c7,owner_occupied,repayment,340000,220000,2.8,fixed,open
a6cb78eb7f0cae51e876ffabe6341b7f,owner_occupied,repayment,200000,130000,2.8,fixed,lost
c2d82dea35d59562846c8cba299b2580,owner_occupied,repayment,160000,80000,2.6,fixed,lost
041f8a2c373939e8594f6698de55208d,owner_occupied,repayment,350000,140000,2.2,fixed,open
aff958ef3a0377cfc77693a84add8423,owner_occupied,repayment,220000,190000,2.1,fixed,open
1a465c26d173ac6ae8891edc824c437b,owner_occupied,repayment,380000,110000,1.8,fixed,open
67a39c943086cbcd7845d8596cbb8e07,owner_occupied,repayment,240000,140000,2.1,fixed,open
f97e1bb8b0e3ac3a53a47b5a3af269ad,owner_occupied,repayment,320000,150000,1.9,fixed,open
663aa74cdc1ba928f04929256994bbbe,owner_occupied,repayment,130000,90000,2.2,fixed,open
cf172df9ea33aaea60165f616b8a45ce,owner_occupied,repayment,400000,110000,1.6,fixed,lost
3f0bfa473852db893a07d9871805dca4,owner_occupied,repayment,130000,70000,2.2,fixed,open
513ced0c46715336447b858839f1d4cb,owner_occupied,repayment,200000,100000,2.4,fixed,retained
f3cce2615a5e198dc29bd803b7ce628a,owner_occupied,repayment,350000,120000,3,fixed,open
66865ad68af727bf3ba4b6ed41012ec1,owner_occupied,repayment,110000,90000,2.3,fixed,open
1bf423e7f290f5fb911f9d97e78d51dd,owner_occupied,repayment,150000,130000,2.8,fixed,open
e547c6e3a6319c6eea3c31805b1f5dba,owner_occupied,repayment,370000,180000,1.8,fixed,retained
fc314d878b4a2d98d28d8b9c7358bb05,owner_occupied,repayment,340000,270000,2.2,fixed,open
14c2bb9500f93d6de8543d01d9456f71,owner_occupied,repayment,340000,100000,2,fixed,retained
0b1bf819dae9e3405e255694351eb76a,owner_occupied,repayment,460000,140000,2.1,fixed,open
3060ff1ad1becf424f9025a7c0b84d75,owner_occupied,repayment,560000,420000,1.6,fixed,open
1132e4b6d7f8724234b598bec7d89e2c,owner_occupied,repayment,200000,160000,2.2,fixed,lost
aa341c26b645aecadca3de184ce6e899,owner_occupied,repayment,260000,100000,2.1,fixed,open
388a03c34824cbd788e615f984d82d35,owner_occupied,repayment,410000,200000,1.4,fixed,lost
674b663c528b943e819357f1d8497fd7,owner_occupied,repayment,350000,200000,1.7,fixed,retained
4c74652584e60c63f9db68376dade8d4,owner_occupied,repayment,120000,100000,2.1,fixed,not_interested
1c07cca6e0302e950ae695afcb086326,owner_occupied,repayment,240000,150000,1.8,fixed,open
ed2b9a230cda649f21acb33f9062928e,owner_occupied,repayment,420000,140000,2.1,fixed,not_interested
ff7a017c568cfeab52887bbda99bc154,owner_occupied,repayment,160000,170000,1.8,fixed,lost
75d9c073d35dda7b509c77cb667ab301,owner_occupied,repayment,120000,90000,3,fixed,open
444a963e42d4b8dc46758ae8f5f575ed,owner_occupied,repayment,230000,150000,1.7,fixed,retained
f4d0546ef8e5ef2139f7085b95ffcd1b,owner_occupied,repayment,260000,220000,2.9,fixed,open
829e17cef405c87051d7e8b0c8b74d26,owner_occupied,repayment,250000,140000,1.8,fixed,open
7e81a00326f5bc72584b840d8496d3c1,owner_occupied,repayment,250000,110000,1.6,fixed,open
2060b60dbed83dedd3c9e56c023460f0,owner_occupied,repayment,60000,40000,2.2,fixed,found_refinance
08521c8071a94467a8288f93196df519,owner_occupied,repayment,240000,210000,1.9,fixed,lost
4f5435d33d395443b4017fca748d36b3,owner_occupied,repayment,480000,90000,1.9,fixed,open
c3bec8b188ded933cc63e52af8a15051,owner_occupied,repayment,360000,80000,2,fixed,not_interested
d995568cfeaec413785b600f444a1008,owner_occupied,repayment,340000,100000,2.1,fixed,open
f17be20c0e57f7d4d8f925179dc65190,owner_occupied,repayment,160000,130000,2.4,fixed,open
8aad7c964d70e53b5752665cbaca4ea8,owner_occupied,repayment,290000,160000,1.1,fixed,open
600ab218003b4c5d70fb33de72edf1de,owner_occupied,repayment,700000,320000,1.2,fixed,lost
31a1f1028ddef60f7b3918477f1bc1ad,owner_occupied,repayment,120000,60000,2.1,fixed,open
f8e2d77a04affec8f1488194dc6fef2b,owner_occupied,repayment,410000,350000,1.8,fixed,lost
c4a3416123b42e6b3badb9ecf22dc945,owner_occupied,repayment,80000,50000,2.3,fixed,open
d94ce234cff48dd9b5a33ae0e597f5ae,owner_occupied,repayment,260000,180000,1.9,fixed,open
a036db2b5897d30608037e78e59c9a48,owner_occupied,repayment,130000,110000,2.3,fixed,not_interested
bd8a195710a8724e1033722389e93a60,owner_occupied,repayment,130000,90000,2.1,fixed,open
6e5489e01094b2458c51bf26d1a92389,owner_occupied,repayment,210000,40000,1.9,fixed,not_interested
2839daf9638b3f430b3e13de4c4133c6,owner_occupied,repayment,190000,150000,2.4,fixed,not_interested
8cf792d41fa0676996a8c89ca7c9257e,owner_occupied,repayment,280000,130000,2,fixed,open
017315c86cebeb528c0b6ae8fedd50fc,owner_occupied,repayment,160000,140000,2.9,fixed,open
0cf68de24f3756909ca65a239ae266f9,owner_occupied,repayment,250000,170000,1.9,fixed,open
9f53f9b50f3083100b28daebe93e32e7,owner_occupied,repayment,340000,240000,1.9,fixed,retained
74f7b25ec5d0930ce8f045f6b9f41387,owner_occupied,repayment,210000,100000,2.3,fixed,open
14eb6e06fa2f7cdf5963d3a59da8126c,owner_occupied,repayment,560000,150000,1.8,fixed,open
753be2a6b0d25ff6ef0f4bd6072e7273,owner_occupied,repayment,220000,40000,2.1,fixed,open
520b5f4cfb2d7860a53828e6eb3e8d80,owner_occupied,repayment,600000,170000,1.6,fixed,open
3f25d6dd21f7e860e23ad2436ae90613,owner_occupied,repayment,230000,60000,2.3,fixed,open
9b03bfbff3993898f65fef94adbaa721,owner_occupied,repayment,150000,60000,2.1,fixed,open
7918012dbf235beb15d8b975799203c4,owner_occupied,repayment,120000,40000,2.3,fixed,open
1296e7b88470258854fa5cbb6a6d8332,owner_occupied,repayment,600000,460000,3.1,fixed,open
8f754c85b95b4f5f2f21a0649d23879e,owner_occupied,repayment,80000,70000,3.9,fixed,lost
26ae5c1a1762e8efa33916279500c276,owner_occupied,repayment,120000,100000,2.8,fixed,open
47b85faa34a16ee7bcbf8941ce8c176e,owner_occupied,repayment,140000,120000,2.1,fixed,retained
4e6803131faa25122db84e65e574f072,owner_occupied,repayment,300000,160000,2.1,fixed,open
9822db87265da371b60e26369702a577,owner_occupied,repayment,120000,70000,2,fixed,retained
71ec91d5cedfddb87b157ac5e03ddf3a,owner_occupied,repayment,260000,210000,2.2,fixed,open
1828338043e1561dec7bb8dd5ae22a0a,owner_occupied,repayment,220000,190000,2.3,fixed,lost
c75a713bdf012fb73619b75a49284f9c,owner_occupied,repayment,180000,150000,2.2,fixed,open
8d0cbd071ac909bb74d73fd23ed81ee9,owner_occupied,repayment,120000,50000,2.2,fixed,open
522c07fff9a3253310793d915ac9f53c,owner_occupied,repayment,360000,90000,2,fixed,open
6324733e6439b5dc5dbcdff6933ff708,owner_occupied,repayment,550000,160000,2.1,fixed,open
8e7af14e2b26f2ca454fdc75d1455d9d,owner_occupied,repayment,280000,200000,2.3,fixed,open
d615540de7dbf5164b187aa1736ce7ef,owner_occupied,repayment,250000,200000,2.1,fixed,open
1ba21911aaa555252a34d942d25b072e,owner_occupied,repayment,300000,220000,2,fixed,open
1a486a7479343de62848b76efd612db2,owner_occupied,repayment,90000,40000,2.1,fixed,open
b3606aab67c887fe18c7eab37502efa9,owner_occupied,repayment,1450000,1060000,1.7,fixed,not_interested
8fd7d5082b5460ec3336dd3cab25bb52,owner_occupied,repayment,280000,190000,2.7,fixed,retained
f24e88a8f2597a3daec368d607d861a9,owner_occupied,repayment,380000,230000,1.4,fixed,open
06e8814460991067af0867b8c885c03e,owner_occupied,repayment,200000,110000,2.4,fixed,open
2578cde8a7ea76d77183f693fdd3af49,owner_occupied,repayment,500000,190000,1.8,fixed,not_interested
30c2ed781712bb4461cdc9caf84aed64,owner_occupied,repayment,210000,80000,2.3,fixed,open
d28ff24ddf562ec2bb9e517114d248fb,owner_occupied,repayment,520000,220000,1.8,fixed,open
695732f95fd79856573d233c7668db31,owner_occupied,repayment,180000,60000,2.1,fixed,open
8a8b7645199e6cf18e69d2d43b42f350,owner_occupied,repayment,140000,120000,2.3,fixed,open
23d513bf8a65dd61c8a3be2843583191,owner_occupied,repayment,200000,100000,1.8,fixed,open
a35f7ba95091d1c8d729709d1a002c95,owner_occupied,repayment,350000,50000,1.9,fixed,retained
823a59f0c466d8724d3f1cb3adc726b8,owner_occupied,repayment,150000,110000,2,fixed,lost
7a6654fcc1321693e1c9e0b8aa630069,owner_occupied,repayment,400000,190000,1.2,fixed,open
87f676cfbeecc59a6c30e8f866a2165f,owner_occupied,repayment,560000,470000,1.6,fixed,open
2f0868424526ace53e259d6108e96961,owner_occupied,repayment,290000,200000,1.8,fixed,open
75f7b766378d5e1049a4608429b48314,owner_occupied,repayment,90000,70000,5.4,fixed,open
16de3178af35c2e7b90237784b7d22d9,owner_occupied,repayment,160000,90000,2.3,fixed,open
2c896710a17be072f82b5c26b550ea2c,owner_occupied,interest_only,140000,100000,3.6,fixed,not_interested
10440d22c7bb912b4906a8fc002ed6d8,owner_occupied,repayment,290000,240000,1.9,fixed,open
bd9dd30dacc9dd6746191e65303adc84,owner_occupied,repayment,180000,170000,3.2,fixed,lost
aace7de3a1f57deec88c2c56dbd7dda2,owner_occupied,repayment,270000,20000,1.8,fixed,not_interested
acd231c4d82a5d0c185ba915e0d713b0,owner_occupied,repayment,190000,150000,2.1,fixed,open
424de4fdd5ba529c251299285a1965d6,owner_occupied,repayment,330000,190000,1.9,fixed,open
32999395e8e98019c1572ef74742f212,owner_occupied,repayment,180000,150000,2.1,fixed,open
7707b5ffc6b458c7fc444d45461188d5,owner_occupied,repayment,300000,200000,2,fixed,retained
0011897b40f30dcc6d4c7d1802343d56,owner_occupied,repayment,450000,100000,2.1,tracker,not_interested
a1e903e0fb8e1b8ba63fffbd4159c480,owner_occupied,repayment,9500000,150000,1.8,fixed,open
83b1aa22e68435e9e56d7301f3f4bdc5,owner_occupied,repayment,400000,50000,2.3,fixed,open
5aa924e1e7c9b9693095d599aa0ac48e,owner_occupied,part_and_part,500000,160000,1.8,fixed,retained
